AD_ax (m/s^2),AD_ay (m/s^2),AD_az (m/s^2)
6.567462279476125441e-04,6.470468467548581501e-04,1.025793925344407539e-03
6.601915986074715021e-04,6.402948411560326503e-04,1.011415004593689895e-03
6.624799019634918483e-04,6.419672012185923676e-04,1.004697452110073913e-03
6.445551275302901454e-04,6.299574739441819683e-04,9.841435548791003900e-04
6.412039117088337743e-04,6.274251143580510549e-04,9.926438202490269879e-04
6.284727570562608162e-04,6.166314058901460095e-04,9.777497723321136071e-04
6.327467266983039657e-04,6.199566334971919447e-04,9.876341172365568719e-04
6.288257392925125817e-04,6.173080378298892923e-04,9.780690676293038802e-04
6.296551373141763205e-04,6.095899094065822732e-04,9.481453885254514588e-04
6.263516919988219942e-04,6.083805123514786795e-04,9.413396660103421666e-04
6.164031470132230609e-04,6.049456308903002500e-04,9.463286281912690464e-04
6.092553714461615422e-04,5.847973822084624350e-04,9.369707467085512968e-04
5.981642896365379396e-04,5.967290568646024893e-04,8.962311894374987197e-04
6.103924775026180324e-04,5.846466470784156700e-04,9.370101118980257325e-04
5.884280764327148644e-04,5.879717433093375415e-04,9.281732534896502962e-04
5.817046782543493309e-04,5.871653399916788602e-04,9.122588679072937690e-04
5.976138977708744457e-04,5.715074200991030352e-04,9.152755129163775644e-04
5.936745732212266513e-04,5.826405839381019114e-04,9.034951035228891902e-04
6.018396628799310222e-04,5.685909109825827744e-04,8.897144188733009532e-04
5.809610716995192159e-04,5.704740068149304153e-04,8.781606985356190049e-04
5.781738301362564702e-04,5.697126285464095777e-04,8.830553563099577700e-04
5.896689373795317496e-04,5.566893954284437554e-04,8.671203777175102425e-04
5.634899641244147696e-04,5.731391788006381027e-04,8.770562593323002901e-04
5.558580361822969620e-04,5.506049435155819637e-04,8.731221463528763714e-04
5.594197184969013168e-04,5.570173807585598099e-04,8.434538184374540696e-04
5.590326893495229906e-04,5.515295634081888478e-04,8.479224524471442887e-04
5.570152064888527150e-04,5.434680549044569250e-04,8.468211775676533866e-04
5.429294962032892241e-04,5.397040598962317545e-04,8.380642154258644482e-04
5.444175607223433961e-04,5.407213936874735467e-04,8.191648574507028263e-04
5.552043383187629843e-04,5.516679101946262006e-04,8.202085665675246714e-04
5.463428386557666943e-04,5.278194392010643072e-04,8.155749953986105505e-04
5.389694915803866764e-04,5.329629937954553226e-04,8.167774607408815127e-04
5.378940186449873793e-04,5.219005552614914634e-04,8.341717954099439440e-04
5.275526212177181424e-04,5.255403730574177614e-04,8.142326161268456349e-04
5.322738488379516334e-04,5.145085400781439916e-04,8.174942038825885361e-04
5.276511276569260120e-04,5.165659269201290562e-04,7.933731250558696260e-04
5.257850351754883578e-04,5.100413518674102404e-04,8.134758034390946867e-04
5.283074722440151555e-04,5.081206905174070684e-04,8.037389281744738252e-04
5.124254515086702419e-04,5.118584460135742900e-04,8.230295476253932443e-04
5.167540258046817618e-04,5.065293705929315880e-04,8.093451566674838334e-04
5.045913128300428836e-04,4.993067640996287637e-04,7.698023249777448960e-04
5.120945521153390636e-04,4.962004286784206953e-04,7.791985523833191421e-04
5.060222143033750279e-04,4.947395246171718691e-04,7.775638546384979876e-04
5.044154210546388829e-04,5.077107141547025811e-04,7.653958108493444682e-04
5.023891096695037341e-04,4.979431040050367194e-04,7.770157604449021843e-04
5.118301163445228936e-04,4.886379809281330908e-04,7.753389967683247622e-04
4.943878556741061097e-04,4.746168850343988736e-04,7.641540602164992833e-04
5.055044319130483398e-04,4.848103974348869365e-04,7.432758364233035039e-04
4.991949126273761278e-04,4.902217756963506796e-04,7.662875582732793208e-04
4.990380852237522513e-04,4.957802042802647146e-04,7.456273255615387821e-04
5.007925275111028453e-04,4.815993168903719428e-04,7.493122988198571213e-04
4.933514810273586246e-04,4.862523285744327502e-04,7.182377260084359203e-04
4.757742132689181933e-04,4.806807768854494032e-04,7.377771561164585268e-04
4.724411219209986184e-04,4.755191875396803849e-04,7.524336209886834867e-04
4.790536744347342521e-04,4.752133965390451355e-04,7.502864940790583389e-04
4.767315299611713962e-04,4.629703606495144783e-04,7.322472844852260642e-04
4.877587592003447634e-04,4.608655947875260075e-04,7.231923952844565313e-04
4.859694732483681146e-04,4.704923358636100162e-04,7.246338369212534632e-04
4.707219010293324794e-04,4.642364650665411368e-04,7.245612680893752204e-04
4.727649280556600738e-04,4.676257471392681470e-04,7.255343425272135251e-04
4.690386075592625748e-04,4.657900946549895188e-04,7.202718999370350244e-04
4.784590697832874734e-04,4.673449152607511031e-04,7.142485605329262910e-04
4.717191761554741605e-04,4.673366194108623359e-04,7.011013936419301226e-04
4.678733502506476015e-04,4.446971393346705118e-04,7.287420612027632316e-04
4.577777223740234235e-04,4.423578955694138144e-04,6.994457678687602577e-04
4.673049529754429534e-04,4.666310126964526793e-04,6.929145248531961556e-04
4.653053875288653391e-04,4.449795838409074467e-04,6.991622988249265262e-04
4.598947078250629106e-04,4.514920344842375207e-04,7.037303709359124786e-04
4.416469696204003209e-04,4.261560575648519911e-04,6.967776556334866157e-04
4.596109783639468769e-04,4.546480223690108199e-04,6.897419536019739781e-04
4.502460331240052327e-04,4.396074251694414366e-04,6.581396142686714865e-04
4.331739106543157033e-04,4.339871385871513481e-04,6.902055219233204763e-04
4.506439812284149552e-04,4.374566118199533366e-04,6.809404438142102048e-04
4.569238428570949659e-04,4.320647513941933550e-04,6.800772093718714714e-04
4.370563797281326298e-04,4.409565472393323516e-04,6.715661111920615944e-04
4.432539197103095444e-04,4.269281704654698402e-04,6.625166619251566516e-04
4.408104354405013945e-04,4.360883763003125277e-04,6.468483102215164416e-04
4.404986965511749710e-04,4.392221906434374146e-04,6.740719813946286941e-04
4.438897935840605989e-04,4.308543628262783993e-04,6.683732134339344724e-04
4.386624808780637506e-04,4.307966248498865678e-04,6.838788026935941700e-04
4.389161021987447709e-04,4.109413397240541262e-04,6.766287553894227529e-04
4.362035527669210194e-04,4.212927816927062013e-04,6.706842760316831381e-04
4.217741353633141762e-04,4.215704667464555762e-04,6.691553831661901279e-04
4.244245299953227084e-04,4.151205166275256410e-04,6.710696277484341212e-04
4.292330853443391278e-04,4.152782190881035523e-04,6.551461549820770903e-04
4.206400855784741687e-04,4.130952270214963162e-04,6.420038713367659088e-04
4.204439287486310068e-04,4.260912755322195144e-04,6.376328364046253113e-04
4.417669645273508499e-04,4.157457424018399530e-04,6.406716372551200843e-04
4.257873427786942715e-04,4.164527501208048163e-04,6.564713509530780648e-04
4.194233539322847785e-04,4.125162208865367961e-04,6.495237733574798838e-04
4.072593210776902445e-04,4.125816255850194686e-04,6.331905547441105120e-04
4.080276970019647590e-04,4.111572329966727305e-04,6.401965223858706658e-04
4.205311215062635766e-04,3.997659997042214827e-04,6.284307976588336501e-04
4.280907844920222899e-04,4.103896356148550102e-04,6.185149589195590132e-04
4.124999062964859742e-04,4.093396884022883447e-04,6.360221325472627469e-04
4.112442082024908466e-04,4.072253644125068892e-04,6.296379459032710232e-04
4.201813239677254161e-04,3.887588385727546998e-04,6.142563142930255061e-04
4.128795442969558161e-04,3.969979956280995036e-04,6.174881873410140339e-04
4.130455738643545958e-04,3.972835674599256312e-04,6.262858266526806321e-04
4.078758305092925569e-04,3.951176904146505315e-04,6.256449711568973747e-04
4.077951105466853256e-04,4.066718513225286904e-04,6.133972961698808384e-04
4.084526956740314142e-04,4.012022936965681762e-04,6.208627323879048997e-04
4.035197867409259570e-04,4.013275914275454890e-04,6.100010913180232280e-04
4.188810266458860895e-04,3.952170232066299304e-04,6.171008183018647291e-04
3.972194622966195303e-04,3.904726033622143012e-04,6.036502998169823936e-04
3.933345065255160959e-04,4.023833609792113928e-04,6.049390572606240610e-04
3.990957759147849239e-04,4.033375700053997912e-04,5.986632157191345421e-04
3.969736271477949138e-04,4.006217763218164951e-04,5.922112469909646126e-04
3.936980641464285632e-04,3.882601719663353497e-04,5.990592878845881148e-04
3.882507854500945907e-04,3.986146930247666314e-04,6.107674705458366856e-04
3.997508553390703365e-04,3.833624863412572444e-04,6.019602322087144047e-04
3.824286785992699078e-04,3.922875944693628484e-04,6.184193507801555084e-04
3.995053512395790657e-04,3.665250341658297570e-04,5.905475968860016394e-04
3.838331518670006198e-04,3.856337748588348907e-04,5.955804128963794811e-04
3.818533636872063048e-04,3.775063196748738121e-04,5.968188873661094563e-04
3.961496306575366553e-04,3.798683514521422394e-04,5.857967455696899434e-04
3.897719972516165915e-04,3.831730691049562397e-04,5.993371307069528817e-04
3.916338068851055068e-04,3.788711273896059424e-04,5.567688110689635300e-04
3.898405443599452171e-04,3.767001773663384082e-04,5.904848887966590533e-04
3.963189012396179777e-04,3.842667759672732620e-04,5.621590296636496927e-04
3.878702357580461808e-04,3.597380065043163629e-04,5.846476627691770929e-04
3.900789231645915658e-04,3.891149713843338387e-04,5.610512456354776892e-04
3.823013902875616933e-04,3.728640956855357614e-04,5.635114613220843123e-04
3.982187325107240487e-04,3.841451621248395567e-04,5.683991973345814321e-04
3.834614447689501651e-04,3.746012557340494564e-04,5.732607470675262461e-04
3.758702071545052918e-04,3.583057359003839304e-04,5.532811027124314189e-04
3.810850601466540160e-04,3.622323349196844176e-04,5.748644999710923222e-04
3.710251730306742403e-04,3.593789361329025197e-04,5.794763079519939762e-04
3.807109640712753721e-04,3.721020351554157109e-04,5.839277795603904512e-04
3.684760242377210023e-04,3.763389210570743473e-04,5.675076459796933202e-04
3.804746267601847708e-04,3.716478039505945880e-04,5.579107010292004044e-04
3.688146050018402617e-04,3.652551793193460866e-04,5.822788958741048106e-04
3.668365099373766631e-04,3.586991743697674610e-04,5.608688188701999033e-04
3.659985425233779760e-04,3.640745405552270287e-04,5.682460474941236584e-04
3.713264284345431073e-04,3.441622742367552823e-04,5.499130223754015176e-04
3.584394052821160285e-04,3.601506275145000512e-04,5.504786023974188097e-04
3.821599290044379641e-04,3.501770876588294326e-04,5.603861861576164057e-04
3.594499569624008358e-04,3.462211269150628954e-04,5.393574736258030392e-04
3.634173256721285271e-04,3.591067372145597845e-04,5.461546016290728164e-04
3.706543926321683607e-04,3.586024047533929856e-04,5.930171108417467418e-04
3.657521305403329962e-04,3.606501163600605415e-04,5.298490231550309409e-04
3.432257521360721820e-04,3.433618715264500016e-04,5.391609897610639144e-04
3.615593525850698767e-04,3.472882685490713940e-04,5.359440576422573989e-04
3.628745474432131662e-04,3.558265461088916197e-04,5.394902535699872730e-04
3.683946322385601947e-04,3.496562405806365767e-04,5.259544850622734687e-04
3.528351405974213114e-04,3.558974787729768147e-04,5.235079491799898019e-04
3.610245550362333280e-04,3.496726324511976775e-04,5.507923884066363157e-04
3.434375836178490743e-04,3.552241088130961332e-04,5.448610293815991500e-04
3.436696074772754655e-04,3.392962540799058222e-04,5.369874411804058476e-04
3.518172919671851660e-04,3.552634591016381928e-04,5.441344291835588549e-04
3.719474942560475699e-04,3.442821229511636898e-04,5.526618723711250718e-04
3.602429731692947533e-04,3.259534479514296129e-04,5.399645817622388422e-04
3.610734295609376054e-04,3.421460535766038605e-04,5.432541831244074157e-04
3.529583809733981780e-04,3.382577539522863561e-04,5.450048709406993090e-04
3.517862226272974388e-04,3.463024265451968334e-04,5.446855029779622791e-04
3.520260582694745527e-04,3.449953644334747302e-04,5.309787475922004771e-04
3.453811397338449568e-04,3.358311334458820882e-04,5.389583844418020407e-04
3.595212511794801174e-04,3.334989787330697934e-04,5.295844952512266833e-04
3.419085374658029086e-04,3.236127046264560643e-04,5.166400961377090812e-04
3.376915042096307424e-04,3.515280444703094737e-04,5.183096730707239391e-04
3.439002258364577810e-04,3.440475031211844112e-04,5.350570149947163215e-04
3.673110802259477322e-04,3.392951265246149325e-04,5.052889713261238128e-04
3.406282973617429143e-04,3.387692650012425160e-04,5.219112735761455811e-04
3.390686633233937577e-04,3.292812169930306476e-04,5.195558929521240221e-04
3.389892236752216717e-04,3.416015763213565482e-04,5.120815916643739127e-04
3.308755903677130551e-04,3.386433988049985361e-04,5.235159248106108004e-04
3.589934243374517291e-04,3.390756202845230066e-04,5.167364819490111432e-04
3.368034436308605566e-04,3.371364254227967954e-04,4.886028219107317301e-04
3.433094733530348583e-04,3.413903898284268183e-04,4.984231030131868563e-04
3.398195350984591339e-04,3.221100157125634297e-04,5.027757046579732578e-04
3.514986129026429732e-04,3.174796114084048760e-04,5.204036503077104706e-04
3.247749045612900796e-04,3.263643142844900287e-04,5.342880802615107127e-04
3.309344892097820182e-04,3.275115262178432819e-04,5.154163725533015628e-04
3.309357776940051433e-04,3.287474240267804866e-04,5.117127915376989879e-04
3.240330779104935331e-04,3.199141759811510114e-04,5.229703037829249107e-04
3.342599184866199848e-04,3.234649646559074865e-04,5.011137228371336525e-04
3.171210007438446713e-04,3.173572576628268835e-04,5.240776562807741542e-04
3.355782318282725667e-04,3.194481189852064616e-04,5.184434242598832433e-04
3.366852969182423591e-04,3.152711511490607129e-04,5.146361394622344688e-04
3.330732939553717907e-04,3.115492771262970569e-04,5.064395935069893441e-04
3.341692282927459729e-04,3.156265160888109588e-04,4.928978219725185404e-04
3.249918710051100026e-04,3.239088272716169085e-04,4.981363941287124571e-04
3.252542063780378958e-04,3.246757959944471857e-04,4.825094740834196547e-04
3.222696899463856957e-04,3.205390824592605587e-04,5.017419941184142083e-04
3.299703555982631971e-04,3.201460421429426668e-04,5.048294371101380573e-04
3.428993927097695677e-04,3.252542517613664472e-04,5.042932928761380057e-04
3.376708738736854750e-04,3.039377430414015742e-04,5.002183903215339650e-04
3.324129117332946847e-04,3.131825887986068872e-04,5.043774371931416872e-04
3.261466178079341829e-04,3.115512110360199030e-04,5.141027020564421747e-04
3.381142116158970421e-04,3.065442152453995320e-04,4.849446178945236979e-04
3.306959907594719046e-04,3.071905141912270772e-04,4.713577541246521496e-04
3.310872823550668818e-04,3.100307557354776544e-04,4.890394549309679288e-04
3.413750657920668801e-04,3.165527348775767067e-04,4.877001038680863691e-04
3.456758986280318905e-04,3.212149548989110329e-04,4.792833412357757998e-04
3.239352089409061023e-04,3.144186856359129103e-04,4.702400181925505719e-04
3.199975402238707163e-04,3.153546688531154202e-04,4.704836023560119134e-04
3.186245333833338019e-04,3.131143589681940616e-04,4.755118691230088811e-04
3.242073219275000331e-04,3.202642901724502586e-04,4.874480396312871563e-04
3.240511377266653095e-04,3.196281835409993171e-04,4.745344580743791896e-04
3.221493944916681545e-04,3.083832180769671477e-04,4.812537010480138653e-04
3.292484084093783405e-04,3.027314900714800729e-04,4.947102969852728389e-04
3.139406626823777963e-04,2.991196831500794002e-04,4.579664131640648361e-04
3.223042393202817817e-04,3.137016989340256161e-04,4.953169088994808372e-04
3.188461241342353510e-04,2.971459573229946554e-04,4.705642132641808676e-04
3.075198683701897955e-04,3.121911663326489006e-04,4.833120612149818785e-04
3.099932500217294465e-04,3.088591085092262135e-04,4.665887609018033017e-04
3.151882308587581542e-04,3.142842605465891474e-04,4.513948061878904610e-04
3.249186872322329216e-04,3.139587914095461106e-04,4.739008165051594094e-04
3.121856851146442499e-04,3.175023259643279549e-04,4.629110320486380355e-04
3.289581837978001306e-04,3.104620109128984704e-04,4.664764409331325734e-04
3.065027812207391953e-04,2.943731679915121487e-04,4.836858369648769362e-04
3.189493394686507386e-04,3.070364008063879765e-04,4.630608680275843285e-04
3.059349800652184362e-04,3.052137694437527245e-04,4.493346009527634816e-04
3.105855870590764223e-04,3.159612371562878458e-04,4.618350804504111023e-04
3.010454659321566283e-04,3.090130913912511926e-04,4.640344102812811672e-04
3.023766215066973234e-04,3.006971209990585352e-04,4.715789676833112521e-04
2.930353452481148486e-04,2.892356936469397369e-04,4.516087502158429431e-04
3.134658721626210087e-04,2.950909524890100500e-04,4.678838393637441378e-04
3.276152000627620517e-04,2.914297021210652313e-04,4.613962578314830909e-04
3.044275378167837472e-04,3.107916904830720722e-04,4.544748753757272132e-04
2.973018885500656430e-04,3.015453953458125790e-04,4.598395413748292701e-04
2.983397309907666198e-04,2.895673364685519822e-04,4.563033590630552472e-04
3.122565329959799932e-04,2.741885019879596887e-04,4.565072110426888433e-04
3.131668605002747982e-04,2.921632194487781744e-04,4.651830617256345131e-04
2.776973476888833074e-04,3.022548138721645509e-04,4.424247370746120837e-04
3.051336051922127167e-04,2.850297804440630653e-04,4.826549598127367804e-04
2.966008581616884116e-04,2.941213655370774390e-04,4.547100386473385187e-04
2.928943845374714500e-04,3.003619234151733933e-04,4.426610131804721853e-04
3.010424421525863085e-04,3.034401151993289529e-04,4.739790544179883682e-04
3.033141398308800054e-04,2.901377701157131610e-04,4.617671521148571405e-04
2.931433767251606106e-04,2.850512540663132678e-04,4.726608608786366243e-04
3.035587664803887577e-04,2.956996010734306820e-04,4.517497724280080990e-04
2.994905795173112215e-04,2.875279346598090080e-04,4.524058999553866507e-04
2.999219850845667918e-04,3.047492317103568400e-04,4.502693859249315466e-04
3.050307932959489218e-04,2.892318427168384600e-04,4.510660586376378438e-04
3.153626409588243941e-04,2.798261228574029083e-04,4.613673739817276552e-04
3.022225444601570206e-04,2.813640225178607704e-04,4.461788137333321642e-04
3.051591599196842083e-04,2.888309168361185382e-04,4.424302703984720093e-04
3.065838758767984733e-04,2.823431307052374898e-04,4.699836002257605765e-04
3.115305646091948133e-04,3.005833567868148194e-04,4.426929735714860798e-04
3.038127072353360341e-04,2.898226705772363352e-04,4.523871355467912431e-04
2.902726674647502472e-04,2.946612208947076801e-04,4.328796324114652641e-04
2.963990383515120492e-04,2.844703777194174761e-04,4.437235560114298569e-04
2.866462796418332284e-04,2.794697969888137209e-04,4.583156970289521811e-04
2.914666683224834999e-04,2.718773744063947349e-04,4.483728390889221466e-04
2.986470788335834621e-04,2.891549949538824832e-04,4.228822202300365940e-04
2.772219022526619270e-04,2.936874594107962387e-04,4.477374485870462247e-04
2.849397550302599428e-04,2.806591197903946151e-04,4.376752392470320161e-04
2.932432069354956464e-04,2.815294223910696928e-04,4.296048959439061846e-04
2.933942468705564850e-04,2.811160480581534685e-04,4.570280543879234750e-04
2.755443375028706113e-04,2.851323605182038931e-04,4.384271027803080499e-04
2.892998222318894229e-04,2.772200525709617495e-04,4.594480008611360284e-04
2.909300659991586745e-04,2.902436466411855093e-04,4.202363760905895450e-04
2.896170776417715271e-04,2.695925488016587702e-04,4.412870650703311815e-04
2.842344942491764333e-04,2.968916340232843139e-04,4.103649058535107220e-04
2.926281747133083460e-04,2.880330534953100545e-04,4.501652997997628524e-04
2.732086231093799476e-04,2.780623470639003868e-04,4.317665439611290557e-04
2.735076483284057543e-04,2.852556440350688112e-04,4.449193908719409883e-04
2.904771887683038623e-04,2.741308221498424879e-04,4.409036768060986631e-04
2.916305258667196607e-04,2.808662118404218902e-04,4.513912301951521536e-04
2.908100704570332358e-04,2.685773095795088248e-04,4.331333915083783307e-04
2.944025413256481840e-04,2.831107078444697702e-04,4.461507603845231711e-04
2.843867736724504025e-04,2.681592765127506495e-04,4.164110347390524497e-04
2.796083384061351287e-04,2.838378943478768977e-04,4.329077770832921983e-04
2.793624426949883736e-04,2.592747736126085282e-04,4.226636082626749713e-04
2.727674657955570588e-04,2.768307664432214342e-04,4.269667627782009313e-04
2.936680982502223782e-04,2.759011692776163383e-04,4.339313870268632790e-04
2.887078953050070782e-04,2.754406642717303465e-04,4.167121738433593220e-04
2.743793943263655565e-04,2.800953874687426453e-04,4.040853046955074769e-04
2.794063722935814353e-04,2.649648810499740455e-04,4.421433557763049943e-04
2.816260417223536436e-04,2.729046302533804920e-04,4.188189354664569562e-04
2.928165100628249266e-04,2.708472923369940801e-04,4.113676298683653035e-04
2.971884065148032526e-04,2.694773860277182090e-04,4.241131997238972479e-04
2.874096004528086485e-04,2.785927516381444440e-04,3.985149674426778752e-04
2.791427564850224832e-04,2.786489861206629839e-04,4.010897404645603079e-04
2.714206083289856823e-04,2.700912364063363198e-04,4.246966995428261326e-04
2.801073712592901631e-04,2.620102360760606305e-04,4.136786240109723489e-04
2.942212065535950295e-04,2.685262671383338031e-04,4.328861523370639182e-04
2.636362927503982856e-04,2.683149293615410863e-04,4.144810830745974581e-04
2.798507375899588357e-04,2.709426725528637516e-04,4.128888774174766007e-04
2.733833708161737550e-04,2.781123352634071611e-04,4.249729741263576178e-04
2.738016309153775080e-04,2.638007772361540874e-04,4.164028358676821599e-04
2.760088762677363272e-04,2.779363417107246609e-04,4.180800499258876786e-04
2.810719258340292669e-04,2.719455861927277669e-04,4.085326557070513977e-04
2.711443582527461177e-04,2.697587565604512108e-04,4.153659401539086136e-04
2.793476793099672123e-04,2.712444736859047031e-04,4.342514670987311946e-04
2.589533100837913522e-04,2.543927712805786698e-04,4.088256536044102625e-04
2.716222605460798375e-04,2.598174682822016130e-04,4.121879177671997508e-04
2.808754108951595687e-04,2.819523613326878103e-04,3.987993071687562794e-04
2.750946369445345834e-04,2.596689294048125048e-04,4.119231189334969143e-04
2.749773444173549673e-04,2.635880319141554930e-04,4.149345879288399933e-04
2.591969181822127190e-04,2.577801286708438248e-04,3.975586123340176968e-04
2.637552302634278028e-04,2.512358644600103455e-04,3.976486287467135053e-04
2.708561053043409680e-04,2.772222859441041522e-04,4.064467344062883646e-04
2.632270328199221195e-04,2.696637699055463356e-04,3.936531486982561756e-04
2.740922502875353032e-04,2.643874822474466622e-04,4.004999193941646569e-04
2.781179250690828933e-04,2.536868998815369454e-04,3.880648315624464820e-04
2.581111387018403735e-04,2.629202715958046943e-04,4.277317498467323289e-04
2.739441198464551662e-04,2.614846091360430169e-04,3.983367019442360293e-04
2.689717671292756406e-04,2.690702068370586539e-04,3.978087105278311619e-04
2.613998497741306694e-04,2.634787130296801540e-04,3.961601071482811890e-04
2.739047617151838736e-04,2.648234781866616225e-04,4.099081648357400074e-04
2.694668035304704037e-04,2.567040120269613096e-04,3.944049952209980063e-04
2.691443649068743266e-04,2.635115256333174353e-04,3.903512148159032284e-04
2.708244233825868232e-04,2.468112217776060376e-04,3.959973752738127676e-04
2.751928657944196143e-04,2.543011491156716504e-04,4.028909775641408963e-04
2.646321212322208191e-04,2.419410439380960745e-04,3.953223796363403565e-04
2.762658066741356775e-04,2.632061065970705128e-04,3.907998519760521499e-04
2.705186632090364365e-04,2.679552858299846861e-04,4.088013634809364622e-04
2.585253061374003240e-04,2.598405380815946406e-04,3.930824697759257897e-04
2.719598633872356234e-04,2.537238937421840168e-04,3.983734526134100648e-04
2.700649616693559453e-04,2.438536877712291131e-04,3.973941852958574579e-04
2.538494788749965704e-04,2.600761513402748745e-04,3.710808082041648658e-04
2.471115134691103830e-04,2.364145588759205890e-04,3.799744740063692484e-04
2.606855059495244930e-04,2.549686997573929830e-04,3.755612502683135104e-04
2.459540143448572217e-04,2.492775685115424813e-04,3.910769615192799618e-04
2.630023167846386959e-04,2.634794654794892659e-04,3.733834451378462062e-04
2.696977376904699649e-04,2.615996503204323794e-04,3.894593655193417220e-04
2.441427059258389782e-04,2.513337542703233517e-04,3.734235333980131556e-04
2.589446912464658215e-04,2.702629664119276512e-04,3.855457105617102155e-04
2.514815492903639126e-04,2.685146929862684915e-04,3.894910479851877651e-04
2.617270775992270758e-04,2.657534959856037451e-04,3.922572989085186188e-04
2.575254886198538183e-04,2.671521503298442688e-04,3.826709877803041054e-04
2.542335941053410712e-04,2.464048701942447676e-04,4.033054565423861595e-04
2.617188880591353743e-04,2.491110335462861313e-04,3.792780537546475259e-04
